season,date,home_team,away_team,home_gf,away_gf,home_cf_pct,away_cf_pct,home_xgf_pct,away_xgf_pct,home_hdcf_pct,away_hdcf_pct,home_sf_pct,away_sf_pct,home_gf_pct,away_gf_pct,home_goals_1_5
20132014,2013-10-07,NYR,SEA,5,0,44.16167224336399,37.41168988591605,60.3235229154987,56.39819704323989,56.03345035229626,56.97327922401266,40.04550501902759,40.0,65.0,59.461407854346646,1
20132014,2013-10-11,SJS,OTT,4,1,63.84829137724085,49.30103185970559,52.92900825439995,65.0,65.22634555704315,71.96896099223679,58.66346223951676,45.170928673735034,53.727150316712866,65.0,1
20132014,2013-10-18,WPG,NYI,4,0,52.502656467222295,60.437484700462335,55.78997883128378,43.76985004103839,58.844820512829465,42.87948587257436,46.952390820500064,54.593736230416106,62.64797650252302,43.39910793424761,1
20132014,2013-10-22,CHI,DET,3,0,60.44489538593315,48.13714687695234,48.97431363068345,48.58014336081975,40.16566351370807,52.13811040057837,54.90040584733984,42.72343218925711,56.526359278300134,49.778604214242634,1
20132014,2013-10-30,MIN,BUF,6,0,59.21570097233795,57.45465658763988,55.22554395138992,55.55082036717099,62.12901539863683,42.762573802322855,53.69413087510416,52.409190928875894,60.28605431017283,56.48481667382114,1
20132014,2013-10-31,PIT,VAN,2,0,65.0,58.07344153798229,65.0,45.73140117772072,66.0021126953127,63.77676995469933,60.0,52.46609738418406,65.0,50.4979637146493,1
20132014,2013-11-05,COL,UTA,4,0,47.34822006297558,52.858194078250385,43.442156209414605,40.464058640415104,37.595961020010485,44.563718652300985,42.51339805667802,46.972374670425346,46.26252354439235,47.14065409340839,1
20132014,2013-11-08,CBJ,ANA,6,1,57.68702689402728,50.05786178142656,58.61410903109534,50.85393447758787,55.92803749951409,36.425599789981455,52.41832420462455,44.9520756032839,63.45335157993579,54.735872485960705,1
20132014,2013-11-12,TBL,BUF,5,0,53.190020922794304,54.95144042175045,43.97331974583459,57.355027010549605,34.88529653274262,67.13130317721983,47.57101883051487,50.1562963795754,53.07588436531409,64.14743088199738,1
20132014,2013-11-19,DAL,BUF,6,1,51.00715659945543,64.7554019752192,53.93322284476612,64.01856897535026,57.689728756342774,70.06904982662843,45.60644093950989,58.97986177769728,58.67162640046464,65.0,1
20132014,2013-11-20,MIN,PIT,8,0,47.576454184426574,58.161215837047784,51.3293756916572,62.850804611097985,61.325115691696865,62.264422305162796,43.218808765983916,53.54509425334301,58.27171250334421,65.0,1
20132014,2013-11-25,FLA,VAN,3,0,58.39889027981886,61.06143694047906,54.59120683593517,48.61500609341027,70.50482066798777,53.5829490050647,53.45900125183697,55.15529324643116,61.627515258502825,53.99943139445969,1
20132014,2013-11-29,NYI,MTL,10,0,61.801077002085265,48.81537235508409,44.80168030473048,47.94031481990536,52.5498895709121,50.07452251961328,55.82096930187674,43.33383511957568,52.85557905448309,51.92925781409345,1
20132014,2013-12-02,SJS,WSH,4,0,52.71884547593484,47.81666521138021,61.3119603626492,36.61000499878099,63.2793390412273,32.120445662476435,48.64696092834136,42.63499869024219,64.10856892019697,43.89701110525567,1
20132014,2013-12-13,UTA,TBL,7,0,35.56912762684532,50.919484121873964,35.0,45.1790588882854,57.87945244033775,37.19882960212537,40.0,45.52753570968657,41.91751756026213,46.5613352038248,1
20132014,2013-12-18,MIN,VAN,3,0,44.920052840435055,51.4834765817465,44.8145760463794,43.95668321302003,64.66381752033021,51.74847625350497,40.82804755639155,46.535128923571854,50.932612244817584,47.887069242127694,1
20132014,2013-12-25,SEA,NJD,4,0,49.84838556412631,45.509483557517584,37.53022621083244,41.76339852413044,49.5732674382039,48.29864655327059,44.56354700771368,40.358535201765825,45.985551246165265,46.12226728145865,1
20132014,2013-12-26,NYR,NYI,8,0,56.66013546832714,42.46543871471652,44.42377296920458,58.28936965177871,47.56926890881284,45.455643243202,51.29412192149443,40.0,52.014903375819586,60.099954893173155,1
20132014,2014-01-07,NSH,NYI,6,1,61.105047448957144,49.784033574683264,65.0,42.21675302960597,55.601488030918354,64.16145929257792,56.09454270406143,45.005630217214936,65.0,42.15129510042791,1
20132014,2014-01-09,DET,TOR,2,1,35.15117520033289,60.01830025104157,44.99057764647471,55.341340328552114,42.245915041201314,52.28975046158507,40.0,55.316470225937415,53.96667723870519,62.19058067858205,1
20132014,2014-01-10,CBJ,CHI,5,0,64.73279157002351,63.94497154767717,52.4854159151224,64.72002127645742,51.11926441200673,62.60134555776825,58.759512413021156,58.05047439290946,60.36195317920967,65.0,1
20132014,2014-01-13,UTA,COL,0,1,36.3505249355421,58.24345096949084,46.984206042321276,46.49741159047408,51.3813463779627,42.57136258845582,40.0,52.319105872541755,53.11631429752501,54.93314403141609,0
20132014,2014-01-17,BUF,OTT,6,0,65.0,57.09082129535547,57.461956883402976,60.55116160168127,60.88195914405787,60.529429357693004,60.0,52.18173916581992,64.46563946158945,65.0,1
20132014,2014-01-21,DAL,CAR,5,0,56.72421488959206,62.27590039413897,50.9632342803949,59.69462345107759,48.08289099032361,45.87850818034674,50.751793400632856,56.648310354725076,54.45483387129767,65.0,1
20132014,2014-01-27,PHI,TOR,8,1,60.61781713262043,62.3738631958994,65.0,61.2963900467533,73.26356769407126,56.20221215792119,55.85603541935839,57.43647687630946,65.0,61.68978401793792,1
20132014,2014-01-28,NSH,COL,3,1,63.36256480915792,49.40615401807587,58.16325436065681,54.44636783471279,49.40672776598887,49.6049050333598,58.126308328242125,44.36553861626828,64.59531175265049,63.512819621369474,1
20132014,2014-01-30,CGY,VAN,6,0,60.60925450184756,43.82004182102661,53.1617569908377,56.52794065300456,55.09932964866847,53.42338920697335,54.648329051662806,40.0,58.926088775343736,61.489839192466064,1
20132014,2014-02-04,EDM,NSH,6,0,41.8312642091309,59.00600977820562,45.745268334281405,64.95335147393864,43.803574769507165,51.402018170478954,40.0,54.205408800385065,51.667456227201086,65.0,1
20132014,2014-02-11,TBL,LAK,7,0,43.43165529360058,44.23314027094523,38.84581172457492,37.139553654323876,46.434361821688796,40.318578957262176,40.0,40.0,44.90824006799325,36.47945926359273,1
20132014,2014-02-12,NYR,CHI,4,0,56.74331010806662,62.344299621494464,59.88881345267258,52.08293341586251,60.48848696025762,51.91491497512247,51.36897909725996,56.609869659345016,60.882416325275784,52.83991842277358,1
20132014,2014-03-04,TOR,LAK,2,3,59.60696962561828,41.30713639348115,65.0,43.756196016174755,48.226030894022244,54.524525535084386,54.94627266305645,40.0,65.0,44.61069186319367,1
20132014,2014-03-06,PIT,NSH,5,0,61.81497558517569,61.70073464089821,65.0,60.53238968252824,71.62584419460057,71.15747676107874,56.83347802665812,56.63066117680839,65.0,62.53640425227566,1
20132014,2014-03-18,COL,BOS,7,2,40.75736222485314,48.46332402103785,41.77649546884041,51.122037621116775,34.08132698242989,57.82868349899387,40.0,43.516991618934064,42.221105657141266,52.40123388436282,1
20132014,2014-03-21,NYR,UTA,5,0,55.675171274403546,47.65964126834265,61.157322609250315,43.03897202598078,47.48589746889484,50.41347364565978,50.40765414696319,42.29367714150838,65.0,51.939543681500595,1
20132014,2014-03-31,MTL,VGK,4,0,43.908472528079315,65.0,48.82921822278091,65.0,46.19452547772166,70.35715817152253,40.0,60.0,59.289066204297434,65.0,1
20132014,2014-04-09,NYR,OTT,3,1,54.310166946459475,65.0,57.323581494659045,54.850485143570864,55.9708809433198,49.82052949089961,49.17915025181353,60.0,65.0,58.771502282132786,1
20132014,2014-04-10,NJD,CAR,2,0,49.801692742481734,53.488707394408436,35.0,47.37843078734438,48.541016329647384,43.319631964663614,44.22152346823356,48.7398366549676,41.2189639905254,47.55874352659691,1
20142015,2014-10-02,MTL,PIT,3,1,35.0,55.07443063460278,39.88499303686578,45.28534600111375,26.167394251269123,50.43513752610883,40.0,49.8669875711425,48.25139122769728,53.1490620073547,1
20142015,2014-10-06,PHI,STL,4,0,50.22946342265515,47.253615686824524,59.60991415092175,53.303473648136254,47.327615178882546,67.26623947048269,45.60651708038964,42.82825411814207,62.37187770682491,57.92371089312002,1
20142015,2014-10-16,NYR,MTL,8,0,44.55295460289572,40.307125621324815,44.68911782514494,35.0,43.43263845162758,30.03088433931447,40.0,40.0,49.72814909587193,35.0,1
