season,date,home_team,away_team,home_gf,away_gf
20162017,2016-10-17,DET,OTT,5,1
20162017,2016-10-17,WPG,BOS,1,4
20162017,2016-10-18,NJD,ANA,2,1
20162017,2016-10-18,NYI,SJS,2,3
20162017,2016-10-18,WSH,COL,3,0
20162017,2016-10-18,MTL,PIT,4,0
20162017,2016-10-18,OTT,ARI,7,4
20162017,2016-10-18,TBL,FLA,4,3
20162017,2016-10-18,NSH,DAL,1,2
20162017,2016-10-18,MIN,LAK,6,3
20162017,2016-10-18,CHI,PHI,7,4
20162017,2016-10-18,CGY,BUF,4,3
20162017,2016-10-18,EDM,CAR,3,2
20162017,2016-10-18,VAN,STL,2,1
20162017,2016-10-19,NYR,DET,1,2
20162017,2016-10-19,WPG,TOR,5,4
20162017,2016-10-20,BOS,NJD,2,1
20162017,2016-10-20,PHI,ANA,2,3
20162017,2016-10-20,PIT,SJS,3,2
20162017,2016-10-20,MTL,ARI,5,2
20162017,2016-10-20,TBL,COL,0,4
20162017,2016-10-20,FLA,WSH,2,4
20162017,2016-10-20,MIN,TOR,3,2
20162017,2016-10-20,DAL,LAK,3,4
20162017,2016-10-20,CGY,CAR,2,4
20162017,2016-10-20,EDM,STL,3,1
20162017,2016-10-20,VAN,BUF,2,1
20162017,2016-10-21,NYI,ARI,3,2
20162017,2016-10-21,CBJ,CHI,3,2
20162017,2016-10-21,DET,NSH,5,3
20162017,2016-10-22,BOS,MTL,2,4
20162017,2016-10-22,OTT,TBL,1,4
20162017,2016-10-22,DET,SJS,3,0
20162017,2016-10-22,FLA,COL,5,2
20162017,2016-10-22,NJD,MIN,2,1
20162017,2016-10-22,PHI,CAR,6,3
20162017,2016-10-22,WSH,NYR,2,4
20162017,2016-10-22,CHI,TOR,5,4
20162017,2016-10-22,NSH,PIT,5,1
20162017,2016-10-22,DAL,CBJ,0,3
20162017,2016-10-22,CGY,STL,4,6
20162017,2016-10-22,LAK,VAN,4,3
20162017,2016-10-23,WPG,EDM,0,3
20162017,2016-10-23,NYI,MIN,6,3
20162017,2016-10-23,NYR,ARI,3,2
20162017,2016-10-23,ANA,VAN,4,2
20162017,2016-10-24,MTL,PHI,3,1
20162017,2016-10-24,CHI,CGY,2,3
20162017,2016-10-25,BOS,MIN,0,5
20162017,2016-10-25,NJD,ARI,5,3
20162017,2016-10-25,PIT,FLA,3,2
20162017,2016-10-25,PHI,BUF,4,3
20162017,2016-10-25,TOR,TBL,3,7
20162017,2016-10-25,DET,CAR,4,2
20162017,2016-10-25,STL,CGY,1,4
20162017,2016-10-25,DAL,WPG,3,2
20162017,2016-10-25,VAN,OTT,0,3
20162017,2016-10-25,SJS,ANA,2,1
20162017,2016-10-25,LAK,CBJ,3,2
20162017,2016-10-26,NYI,MTL,2,3
20162017,2016-10-26,NYR,BOS,5,2
20162017,2016-10-26,EDM,WSH,4,1
20162017,2016-10-26,ANA,NSH,6,1
20162017,2016-10-27,BUF,MIN,0,4
20162017,2016-10-27,PHI,ARI,4,5
20162017,2016-10-27,PIT,NYI,4,2
20162017,2016-10-27,TOR,FLA,3,2
20162017,2016-10-27,MTL,TBL,3,1
20162017,2016-10-27,STL,DET,1,2
20162017,2016-10-27,WPG,DAL,4,1
20162017,2016-10-27,LAK,NSH,3,2
20162017,2016-10-27,SJS,CBJ,3,1
20162017,2016-10-28,NJD,CHI,2,3
20162017,2016-10-28,CAR,NYR,3,2
20162017,2016-10-28,COL,WPG,0,1
20162017,2016-10-28,CGY,OTT,5,2
20162017,2016-10-28,VAN,EDM,0,2
20162017,2016-10-28,ANA,CBJ,0,4
20162017,2016-10-29,BUF,FLA,3,0
20162017,2016-10-29,MTL,TOR,2,1
20162017,2016-10-29,DET,BOS,0,1
20162017,2016-10-29,NJD,TBL,3,1
20162017,2016-10-29,PHI,PIT,4,5
20162017,2016-10-29,STL,LAK,1,0
20162017,2016-10-29,MIN,DAL,4,0
20162017,2016-10-29,ARI,COL,2,3
20162017,2016-10-29,VAN,WSH,2,5
20162017,2016-10-29,SJS,NSH,4,1
20162017,2016-10-30,WPG,BUF,1,3
20162017,2016-10-30,DET,FLA,2,5
20162017,2016-10-30,CAR,PHI,3,4
20162017,2016-10-30,NYI,TOR,5,1
20162017,2016-10-30,NYR,TBL,6,1
20162017,2016-10-30,CHI,LAK,3,0
20162017,2016-10-30,EDM,OTT,0,2
20162017,2016-10-30,CGY,WSH,1,3
20162017,2016-11-01,NYR,STL,5,0
20162017,2016-11-01,CBJ,DAL,3,2
20162017,2016-11-01,NYI,TBL,1,6
20162017,2016-11-01,TOR,EDM,3,2
20162017,2016-11-01,OTT,CAR,2,1
20162017,2016-11-01,FLA,BOS,1,2
20162017,2016-11-01,MIN,BUF,1,2
20162017,2016-11-01,WPG,WSH,2,3
20162017,2016-11-01,CHI,CGY,5,1
20162017,2016-11-01,COL,NSH,1,5
20162017,2016-11-01,ARI,SJS,3,2
20162017,2016-11-01,LAK,ANA,0,4
20162017,2016-11-02,MTL,VAN,3,0
20162017,2016-11-02,PHI,DET,4,3
20162017,2016-11-02,ANA,PIT,1,5
20162017,2016-11-03,BUF,TOR,1,2
20162017,2016-11-03,NYI,PHI,2,3
20162017,2016-11-03,NYR,EDM,5,3
20162017,2016-11-03,WSH,WPG,4,3
20162017,2016-11-03,OTT,VAN,1,0
20162017,2016-11-03,TBL,BOS,3,4
20162017,2016-11-03,FLA,NJD,4,3
20162017,2016-11-03,CHI,COL,4,0
20162017,2016-11-03,DAL,STL,6,2
20162017,2016-11-03,ARI,NSH,3,2
20162017,2016-11-03,LAK,PIT,3,2
20162017,2016-11-03,SJS,CGY,2,3
20162017,2016-11-04,CBJ,MTL,10,0
20162017,2016-11-04,DET,WPG,3,5
20162017,2016-11-04,ANA,ARI,5,1
20162017,2016-11-05,COL,MIN,1,0
20162017,2016-11-05,BOS,NYR,2,5
20162017,2016-11-05,TOR,VAN,6,3
20162017,2016-11-05,MTL,PHI,5,4
20162017,2016-11-05,OTT,BUF,1,2
20162017,2016-11-05,TBL,NJD,4,1
20162017,2016-11-05,NYI,EDM,3,4
20162017,2016-11-05,WSH,FLA,4,2
20162017,2016-11-05,STL,CBJ,2,1
20162017,2016-11-05,NSH,CAR,2,3
20162017,2016-11-05,DAL,CHI,2,3
20162017,2016-11-05,LAK,CGY,5,0
20162017,2016-11-05,SJS,PIT,0,5
20162017,2016-11-06,DET,EDM,1,2
20162017,2016-11-06,STL,COL,5,1
20162017,2016-11-06,CAR,NJD,1,4
20162017,2016-11-06,NYR,WPG,5,2
20162017,2016-11-06,CHI,DAL,4,3
20162017,2016-11-06,ANA,CGY,4,1
20162017,2016-11-07,BOS,BUF,4,0
20162017,2016-11-07,NYI,VAN,4,2
20162017,2016-11-07,FLA,TBL,3,1
20162017,2016-11-08,NJD,CAR,3,2
20162017,2016-11-08,NYR,VAN,3,5
20162017,2016-11-08,PHI,DET,2,3
20162017,2016-11-08,PIT,EDM,4,3
20162017,2016-11-08,WSH,SJS,0,3
20162017,2016-11-08,TOR,LAK,0,7
20162017,2016-11-08,MTL,BOS,3,2
20162017,2016-11-08,NSH,OTT,3,1
20162017,2016-11-08,WPG,DAL,8,2
20162017,2016-11-08,COL,ARI,2,4
20162017,2016-11-09,CBJ,ANA,3,2
20162017,2016-11-09,BUF,OTT,1,2
20162017,2016-11-09,STL,CHI,1,2
20162017,2016-11-10,BOS,CBJ,5,2
20162017,2016-11-10,PIT,MIN,2,4
20162017,2016-11-10,CAR,ANA,2,4
20162017,2016-11-10,MTL,LAK,4,1
20162017,2016-11-10,DET,VAN,3,1
20162017,2016-11-10,TBL,NYI,4,1
20162017,2016-11-10,FLA,SJS,2,4
20162017,2016-11-10,NSH,STL,3,1
20162017,2016-11-10,CGY,DAL,2,4
20162017,2016-11-10,ARI,WPG,2,3
20162017,2016-11-11,BUF,NJD,1,2
20162017,2016-11-11,TOR,PHI,6,3
20162017,2016-11-11,OTT,LAK,2,1
20162017,2016-11-11,CHI,WSH,2,3
20162017,2016-11-11,COL,WPG,3,2
20162017,2016-11-11,EDM,DAL,2,3
20162017,2016-11-12,MTL,DET,5,0
20162017,2016-11-12,TBL,SJS,1,3
20162017,2016-11-12,FLA,NYI,3,2
20162017,2016-11-12,NJD,BUF,4,2
20162017,2016-11-12,PHI,MIN,3,2
20162017,2016-11-12,PIT,TOR,4,1
20162017,2016-11-12,CAR,WSH,5,1
20162017,2016-11-12,CBJ,STL,8,4
20162017,2016-11-12,NSH,ANA,5,0
20162017,2016-11-12,ARI,BOS,1,2
20162017,2016-11-12,CGY,NYR,1,4
20162017,2016-11-13,WPG,LAK,3,2
20162017,2016-11-13,VAN,DAL,5,4
20162017,2016-11-13,OTT,MIN,1,2
20162017,2016-11-13,CHI,MTL,3,2
20162017,2016-11-13,COL,BOS,0,2
20162017,2016-11-13,EDM,NYR,1,3
20162017,2016-11-14,NYI,TBL,0,4
20162017,2016-11-15,PHI,OTT,2,3
20162017,2016-11-15,CAR,SJS,1,0
20162017,2016-11-15,CBJ,WSH,2,1
20162017,2016-11-15,TOR,NSH,6,2
20162017,2016-11-15,MTL,FLA,3,4
20162017,2016-11-15,DET,TBL,3,4
20162017,2016-11-15,STL,BUF,4,1
20162017,2016-11-15,MIN,CGY,0,1
20162017,2016-11-15,WPG,CHI,4,0
20162017,2016-11-15,DAL,NJD,1,2
20162017,2016-11-15,COL,LAK,4,1
20162017,2016-11-15,VAN,NYR,2,7
20162017,2016-11-15,ANA,EDM,4,1
20162017,2016-11-16,WSH,PIT,7,1
20162017,2016-11-16,CGY,ARI,2,1
20162017,2016-11-17,BUF,TBL,1,4
20162017,2016-11-17,PHI,WPG,5,2
20162017,2016-11-17,TOR,FLA,6,1
20162017,2016-11-17,OTT,NSH,1,5
20162017,2016-11-17,STL,SJS,3,2
20162017,2016-11-17,MIN,BOS,1,0
20162017,2016-11-17,DAL,COL,3,2
20162017,2016-11-17,VAN,ARI,3,2
20162017,2016-11-17,ANA,NJD,3,2
20162017,2016-11-17,LAK,EDM,4,2
20162017,2016-11-18,NYI,PIT,2,3
20162017,2016-11-18,WSH,DET,1,0
20162017,2016-11-18,CBJ,NYR,4,2
20162017,2016-11-18,CAR,MTL,3,2
20162017,2016-11-18,CGY,CHI,2,3
20162017,2016-11-19,PHI,TBL,0,3
20162017,2016-11-19,LAK,NJD,4,2
20162017,2016-11-19,BOS,WPG,4,1
20162017,2016-11-19,BUF,PIT,2,1
20162017,2016-11-19,MTL,TOR,2,1
20162017,2016-11-19,OTT,FLA,1,4
20162017,2016-11-19,DAL,EDM,2,5
20162017,2016-11-19,STL,NSH,3,1
20162017,2016-11-19,MIN,COL,2,3
20162017,2016-11-19,ARI,SJS,3,2
20162017,2016-11-19,VAN,CHI,3,4
20162017,2016-11-20,WSH,CBJ,2,3
20162017,2016-11-20,CAR,WPG,3,1
20162017,2016-11-20,NYR,FLA,2,3
20162017,2016-11-20,DET,CGY,2,3
20162017,2016-11-20,ANA,LAK,2,3
20162017,2016-11-21,BUF,CGY,4,2
20162017,2016-11-21,PIT,NYR,2,5
20162017,2016-11-21,CBJ,COL,2,3
20162017,2016-11-21,NSH,TBL,3,1
20162017,2016-11-21,DAL,MIN,3,2
20162017,2016-11-21,EDM,CHI,5,0
20162017,2016-11-21,SJS,NJD,4,0
20162017,2016-11-22,BOS,STL,2,4
20162017,2016-11-22,TOR,CAR,1,2
20162017,2016-11-22,MTL,OTT,3,4
20162017,2016-11-22,FLA,PHI,1,3
20162017,2016-11-22,ANA,NYI,2,3
20162017,2016-11-23,BUF,DET,1,2
20162017,2016-11-23,NJD,TOR,5,4
20162017,2016-11-23,NYR,PIT,1,6
20162017,2016-11-23,WSH,STL,4,3
20162017,2016-11-23,CBJ,CGY,0,2
20162017,2016-11-23,MIN,WPG,3,1
20162017,2016-11-23,TBL,PHI,4,2
20162017,2016-11-23,NSH,DAL,5,2
20162017,2016-11-23,COL,EDM,3,6
20162017,2016-11-23,ARI,VAN,1,4
20162017,2016-11-23,SJS,CHI,2,1
20162017,2016-11-23,LAK,NYI,4,2
20162017,2016-11-24,MTL,CAR,2,1
20162017,2016-11-24,OTT,BOS,3,1
20162017,2016-11-25,PHI,NYR,2,3
20162017,2016-11-25,MIN,PIT,6,2
20162017,2016-11-25,ANA,CHI,2,3
20162017,2016-11-25,SJS,NYI,3,2
20162017,2016-11-25,WSH,BUF,3,1
20162017,2016-11-25,NSH,WPG,5,1
20162017,2016-11-25,BOS,CGY,1,2
20162017,2016-11-25,TBL,CBJ,3,5
20162017,2016-11-25,NJD,DET,4,5
20162017,2016-11-25,DAL,VAN,2,1
20162017,2016-11-25,ARI,EDM,3,2
20162017,2016-11-26,TOR,WSH,4,2
20162017,2016-11-26,OTT,CAR,2,1
20162017,2016-11-26,DET,MTL,1,2
20162017,2016-11-26,FLA,CBJ,2,1
20162017,2016-11-26,PIT,NJD,4,3
20162017,2016-11-26,STL,MIN,4,3
20162017,2016-11-26,COL,VAN,2,3
20162017,2016-11-26,LAK,CHI,2,1
20162017,2016-11-26,SJS,ANA,2,3
20162017,2016-11-27,BOS,TBL,4,1
20162017,2016-11-27,WPG,NSH,3,0
20162017,2016-11-27,EDM,ARI,1,2
20162017,2016-11-27,CAR,FLA,3,2
20162017,2016-11-27,NYR,OTT,0,2
20162017,2016-11-27,PHI,CGY,5,3
20162017,2016-11-28,NYI,CGY,2,1
20162017,2016-11-28,STL,DAL,4,3
20162017,2016-11-29,NYR,CAR,3,2
20162017,2016-11-29,CBJ,TBL,5,1
20162017,2016-11-29,PHI,BOS,3,2
20162017,2016-11-29,OTT,BUF,4,5
20162017,2016-11-29,DET,DAL,3,1
20162017,2016-11-29,WPG,NJD,3,2
20162017,2016-11-29,CHI,FLA,2,1
20162017,2016-11-29,COL,NSH,3,5
20162017,2016-11-29,EDM,TOR,2,4
20162017,2016-11-29,VAN,MIN,5,4
20162017,2016-11-29,ANA,MTL,2,1
20162017,2016-11-29,SJS,ARI,2,1
20162017,2016-11-30,NYI,PIT,5,3
20162017,2016-11-30,CGY,TOR,3,0
20162017,2016-11-30,LAK,SJS,1,4
20162017,2016-12-01,BOS,CAR,2,1
20162017,2016-12-01,BUF,NYR,4,3
20162017,2016-12-01,PIT,DAL,6,2
20162017,2016-12-01,WSH,NYI,0,3
20162017,2016-12-01,OTT,PHI,2,3
20162017,2016-12-01,DET,FLA,1,2
20162017,2016-12-01,STL,TBL,5,4
20162017,2016-12-01,WPG,EDM,3,6
20162017,2016-12-01,CHI,NJD,4,3
20162017,2016-12-01,COL,CBJ,2,3
20162017,2016-12-01,ARI,LAK,3,4
20162017,2016-12-01,VAN,ANA,1,3
20162017,2016-12-02,CGY,MIN,3,2
20162017,2016-12-02,SJS,MTL,2,1
20162017,2016-12-03,BUF,BOS,1,2
20162017,2016-12-03,NYR,CAR,4,2
20162017,2016-12-03,PHI,CHI,3,1
20162017,2016-12-03,NSH,NJD,4,5
20162017,2016-12-03,OTT,FLA,2,0
20162017,2016-12-03,TBL,WSH,2,1
20162017,2016-12-03,PIT,DET,5,3
20162017,2016-12-03,STL,WPG,2,3
20162017,2016-12-03,VAN,TOR,3,2
20162017,2016-12-03,ARI,CBJ,2,3
20162017,2016-12-03,COL,DAL,0,3
20162017,2016-12-03,EDM,ANA,3,2
20162017,2016-12-04,LAK,MTL,4,5
20162017,2016-12-04,CAR,TBL,1,0
20162017,2016-12-04,NYI,DET,3,4
20162017,2016-12-04,NSH,PHI,2,4
20162017,2016-12-04,CHI,WPG,1,2
20162017,2016-12-04,CGY,ANA,8,3
20162017,2016-12-04,EDM,MIN,1,2
20162017,2016-12-05,BOS,FLA,4,3
20162017,2016-12-05,PIT,OTT,8,5
20162017,2016-12-05,WSH,BUF,3,2
20162017,2016-12-05,CBJ,ARI,4,1
20162017,2016-12-06,BUF,EDM,4,3
20162017,2016-12-06,NJD,VAN,3,2
20162017,2016-12-06,NYI,NYR,4,2
20162017,2016-12-06,PHI,FLA,3,2
20162017,2016-12-06,STL,MTL,3,2
20162017,2016-12-06,NSH,COL,4,3
20162017,2016-12-06,WPG,DET,3,4
20162017,2016-12-06,CHI,ARI,4,0
20162017,2016-12-06,DAL,CGY,1,2
20162017,2016-12-07,TOR,MIN,2,3
20162017,2016-12-07,WSH,BOS,4,3
20162017,2016-12-07,ANA,CAR,6,5
20162017,2016-12-07,SJS,OTT,2,4
20162017,2016-12-08,BOS,COL,2,4
20162017,2016-12-08,NYI,STL,3,2
20162017,2016-12-08,PHI,EDM,6,5
20162017,2016-12-08,MTL,NJD,5,2
20162017,2016-12-08,TBL,VAN,1,5
20162017,2016-12-08,FLA,PIT,1,5
20162017,2016-12-08,WPG,NYR,1,2
20162017,2016-12-08,DAL,NSH,5,2
20162017,2016-12-08,ARI,CGY,1,2
20162017,2016-12-08,LAK,CAR,1,3
20162017,2016-12-09,BUF,WSH,1,4
20162017,2016-12-09,DET,CBJ,1,4
20162017,2016-12-09,NJD,STL,1,4
20162017,2016-12-09,MIN,EDM,3,2
20162017,2016-12-09,CHI,NYR,0,1
20162017,2016-12-09,ANA,SJS,3,2
20162017,2016-12-10,PHI,DAL,4,2
20162017,2016-12-10,LAK,OTT,4,1
20162017,2016-12-10,BOS,TOR,1,4
20162017,2016-12-10,MTL,COL,10,1
20162017,2016-12-10,TBL,PIT,3,4
20162017,2016-12-10,FLA,VAN,4,2
20162017,2016-12-10,CBJ,NYI,6,2
20162017,2016-12-10,ARI,NSH,4,1
20162017,2016-12-10,CGY,WPG,6,2
20162017,2016-12-10,SJS,CAR,4,3
20162017,2016-12-11,ANA,OTT,5,1
20162017,2016-12-11,DET,PHI,0,1
20162017,2016-12-11,WSH,VAN,3,0
20162017,2016-12-11,MIN,STL,3,1
20162017,2016-12-11,TOR,COL,1,3
20162017,2016-12-11,NYR,NJD,5,0
20162017,2016-12-11,CHI,DAL,3,1
20162017,2016-12-11,EDM,WPG,3,2
20162017,2016-12-12,PIT,ARI,7,0
20162017,2016-12-12,MTL,BOS,1,2
20162017,2016-12-13,BUF,LAK,6,3
20162017,2016-12-13,NYI,WSH,2,4
20162017,2016-12-13,NYR,CHI,1,2
20162017,2016-12-13,CAR,VAN,8,6
20162017,2016-12-13,TOR,SJS,2,3
20162017,2016-12-13,DET,ARI,1,4
20162017,2016-12-13,NSH,STL,6,3
20162017,2016-12-13,MIN,FLA,5,1
20162017,2016-12-13,DAL,ANA,6,2
20162017,2016-12-13,EDM,CBJ,1,3
20162017,2016-12-14,OTT,SJS,3,4
20162017,2016-12-14,PIT,BOS,4,3
20162017,2016-12-14,CGY,TBL,3,6
20162017,2016-12-14,COL,PHI,3,4
20162017,2016-12-15,BOS,ANA,3,4
20162017,2016-12-15,NYI,CHI,4,5
20162017,2016-12-15,TOR,ARI,2,3
20162017,2016-12-15,DET,LAK,1,4
20162017,2016-12-15,STL,NJD,5,2
20162017,2016-12-15,NSH,MIN,2,5
20162017,2016-12-15,WPG,FLA,4,3
20162017,2016-12-15,DAL,NYR,0,2
20162017,2016-12-16,BUF,NYI,3,2
20162017,2016-12-16,PIT,LAK,0,1
20162017,2016-12-16,MTL,SJS,2,4
20162017,2016-12-16,CAR,WSH,3,4
20162017,2016-12-16,COL,FLA,1,3
20162017,2016-12-16,CGY,CBJ,1,4
20162017,2016-12-16,VAN,TBL,4,2
20162017,2016-12-17,DAL,PHI,3,1
20162017,2016-12-17,MIN,ARI,4,1
20162017,2016-12-17,TOR,PIT,2,1
20162017,2016-12-17,OTT,NJD,3,1
20162017,2016-12-17,DET,ANA,6,4
20162017,2016-12-17,WSH,MTL,1,2
20162017,2016-12-17,CAR,BUF,2,1
20162017,2016-12-17,STL,CHI,4,6
20162017,2016-12-17,NSH,NYR,1,2
20162017,2016-12-17,EDM,TBL,3,2
20162017,2016-12-18,BOS,LAK,1,0
20162017,2016-12-18,WPG,COL,4,1
20162017,2016-12-18,VAN,CBJ,3,4
20162017,2016-12-18,NYI,OTT,2,6
20162017,2016-12-18,CHI,SJS,4,1
20162017,2016-12-18,NYR,NJD,3,2
20162017,2016-12-19,PHI,NSH,1,2
20162017,2016-12-19,TOR,ANA,2,3
20162017,2016-12-19,STL,EDM,2,3
20162017,2016-12-19,ARI,CGY,2,4
20162017,2016-12-20,BOS,NYI,2,4
20162017,2016-12-20,NJD,NSH,1,5
20162017,2016-12-20,PIT,NYR,7,2
20162017,2016-12-20,CBJ,LAK,3,2
20162017,2016-12-20,MTL,ANA,5,1
20162017,2016-12-20,TBL,DET,4,1
20162017,2016-12-20,FLA,BUF,4,3
20162017,2016-12-20,MIN,COL,2,0
20162017,2016-12-20,CHI,OTT,3,4
20162017,2016-12-20,DAL,STL,2,3
20162017,2016-12-20,VAN,WPG,4,1
20162017,2016-12-20,SJS,CGY,4,1
20162017,2016-12-21,PHI,WSH,3,2
20162017,2016-12-21,ARI,EDM,2,3
20162017,2016-12-22,BUF,CAR,1,3
20162017,2016-12-22,NJD,PHI,4,0
20162017,2016-12-22,CBJ,PIT,7,1
20162017,2016-12-22,MTL,MIN,2,4
20162017,2016-12-22,OTT,ANA,2,1
20162017,2016-12-22,TBL,STL,5,2
20162017,2016-12-22,FLA,BOS,1,3
20162017,2016-12-22,NSH,LAK,0,4
20162017,2016-12-22,COL,TOR,0,6
20162017,2016-12-22,VAN,WPG,1,4
20162017,2016-12-23,NYI,BUF,5,1
20162017,2016-12-23,NYR,MIN,4,7
20162017,2016-12-23,PIT,NJD,4,1
20162017,2016-12-23,WSH,TBL,4,0
20162017,2016-12-23,CBJ,MTL,2,1
20162017,2016-12-23,FLA,DET,3,4
20162017,2016-12-23,CAR,BOS,3,2
20162017,2016-12-23,CHI,COL,1,2
20162017,2016-12-23,DAL,LAK,3,2
20162017,2016-12-23,CGY,VAN,4,1
20162017,2016-12-23,ARI,TOR,1,4
20162017,2016-12-23,SJS,EDM,3,2
20162017,2016-12-27,NJD,PIT,2,5
20162017,2016-12-27,NYI,WSH,4,3
20162017,2016-12-27,NYR,OTT,4,3
20162017,2016-12-27,CBJ,BOS,4,3
20162017,2016-12-27,DET,BUF,3,4
20162017,2016-12-27,NSH,MIN,2,3
20162017,2016-12-27,CHI,WPG,1,3
20162017,2016-12-27,COL,CGY,3,6
20162017,2016-12-27,ARI,DAL,2,3
20162017,2016-12-27,ANA,SJS,2,3
20162017,2016-12-28,FLA,TOR,2,3
20162017,2016-12-28,PIT,CAR,3,2
20162017,2016-12-28,TBL,MTL,4,3
20162017,2016-12-28,STL,PHI,6,3
20162017,2016-12-28,VAN,LAK,2,1
20162017,2016-12-29,BUF,BOS,2,4
20162017,2016-12-29,WSH,NJD,1,2
20162017,2016-12-29,TBL,TOR,2,3
20162017,2016-12-29,FLA,MTL,2,3
20162017,2016-12-29,OTT,DET,2,3
20162017,2016-12-29,NSH,CHI,2,3
20162017,2016-12-29,MIN,NYI,6,4
20162017,2016-12-29,WPG,CBJ,3,5
20162017,2016-12-29,DAL,COL,4,2
20162017,2016-12-29,CGY,ANA,1,3
20162017,2016-12-29,EDM,LAK,3,1
20162017,2016-12-29,ARI,NYR,3,6
20162017,2016-12-30,CAR,CHI,3,2
20162017,2016-12-30,STL,NSH,0,4
20162017,2016-12-30,VAN,ANA,3,2
20162017,2016-12-30,SJS,PHI,2,0
20162017,2016-12-31,BOS,BUF,3,1
20162017,2016-12-31,NJD,WSH,2,6
20162017,2016-12-31,MIN,CBJ,2,4
20162017,2016-12-31,TBL,CAR,3,1
20162017,2016-12-31,PIT,MTL,4,3
20162017,2016-12-31,WPG,NYI,2,6
20162017,2016-12-31,DAL,FLA,1,3
20162017,2016-12-31,COL,NYR,2,6
20162017,2016-12-31,CGY,ARI,4,2
20162017,2016-12-31,EDM,VAN,2,3
20162017,2016-12-31,LAK,SJS,3,2
20162017,2017-01-01,TOR,DET,5,4
20162017,2017-01-01,WSH,OTT,2,1
20162017,2017-01-01,ANA,PHI,4,3
20162017,2017-01-02,STL,CHI,4,1
20162017,2017-01-02,NJD,BOS,3,0
20162017,2017-01-02,VAN,COL,3,2
20162017,2017-01-03,NYR,BUF,1,4
20162017,2017-01-03,WSH,TOR,6,5
20162017,2017-01-03,CAR,NJD,1,3
20162017,2017-01-03,CBJ,EDM,3,1
20162017,2017-01-03,TBL,WPG,4,6
20162017,2017-01-03,NSH,MTL,1,2
20162017,2017-01-03,SJS,LAK,1,2
20162017,2017-01-04,FLA,WPG,1,4
20162017,2017-01-04,PHI,NYR,2,5
20162017,2017-01-04,DAL,MTL,3,4
20162017,2017-01-04,CGY,COL,4,1
20162017,2017-01-04,VAN,ARI,3,0
20162017,2017-01-04,ANA,DET,2,0
20162017,2017-01-05,BOS,EDM,3,4
20162017,2017-01-05,WSH,CBJ,5,0
20162017,2017-01-05,TBL,NSH,1,6
20162017,2017-01-05,STL,CAR,2,4
20162017,2017-01-05,CHI,BUF,4,3
20162017,2017-01-05,LAK,DET,0,4
20162017,2017-01-05,SJS,MIN,4,5
20162017,2017-01-06,FLA,NSH,2,1
20162017,2017-01-06,NJD,TOR,2,4
20162017,2017-01-06,CHI,CAR,2,1
20162017,2017-01-06,COL,NYI,2,1
20162017,2017-01-06,VAN,CGY,4,2
20162017,2017-01-06,ANA,ARI,3,2
20162017,2017-01-07,BUF,WPG,4,3
20162017,2017-01-07,PHI,TBL,4,2
20162017,2017-01-07,LAK,MIN,4,3
20162017,2017-01-07,TOR,MTL,3,5
20162017,2017-01-07,OTT,WSH,0,1
20162017,2017-01-07,FLA,BOS,0,4
20162017,2017-01-07,NJD,EDM,1,2
20162017,2017-01-07,CBJ,NYR,4,5
20162017,2017-01-07,STL,DAL,4,3
20162017,2017-01-07,ARI,NYI,2,1
20162017,2017-01-07,CGY,VAN,3,1
20162017,2017-01-07,SJS,DET,6,3
20162017,2017-01-08,PIT,TBL,6,2
20162017,2017-01-08,CAR,BOS,4,3
20162017,2017-01-08,CBJ,PHI,2,1
20162017,2017-01-08,OTT,EDM,5,3
20162017,2017-01-08,CHI,NSH,5,2
20162017,2017-01-08,ANA,MIN,1,2
20162017,2017-01-09,NJD,FLA,0,3
20162017,2017-01-09,MTL,WSH,1,4
20162017,2017-01-09,WPG,CGY,2,0
20162017,2017-01-09,LAK,DAL,4,6
20162017,2017-01-10,BUF,PHI,4,1
20162017,2017-01-10,CAR,CBJ,5,3
20162017,2017-01-10,STL,BOS,3,5
20162017,2017-01-10,NSH,VAN,2,1
20162017,2017-01-10,CHI,DET,4,3
20162017,2017-01-10,EDM,SJS,3,5
20162017,2017-01-10,ANA,DAL,2,0
20162017,2017-01-11,NYI,FLA,1,2
20162017,2017-01-11,WPG,MTL,4,7
20162017,2017-01-11,WSH,PIT,5,2
20162017,2017-01-11,CGY,SJS,3,2
20162017,2017-01-12,PHI,VAN,5,4
20162017,2017-01-12,OTT,PIT,4,1
20162017,2017-01-12,TBL,BUF,4,2
20162017,2017-01-12,NSH,BOS,2,1
20162017,2017-01-12,MIN,MTL,7,1
20162017,2017-01-12,DAL,DET,5,2
20162017,2017-01-12,COL,ANA,1,4
20162017,2017-01-12,EDM,NJD,3,2
20162017,2017-01-12,LAK,STL,5,1
20162017,2017-01-13,NYR,TOR,2,4
20162017,2017-01-13,WSH,CHI,6,0
20162017,2017-01-13,FLA,NYI,2,5
20162017,2017-01-13,CAR,BUF,5,2
20162017,2017-01-13,TBL,CBJ,1,3
20162017,2017-01-13,CGY,NJD,1,2
20162017,2017-01-13,ARI,WPG,4,3
20162017,2017-01-14,BOS,PHI,6,3
20162017,2017-01-14,COL,NSH,2,3
20162017,2017-01-14,MTL,NYR,5,4
20162017,2017-01-14,OTT,TOR,2,4
20162017,2017-01-14,DET,PIT,6,3
20162017,2017-01-14,FLA,CBJ,4,3
20162017,2017-01-14,CAR,NYI,7,4
